,z,n,symbol,atomic_mass,binding
0,0,1,Nn,1008664.9159,0
1,0,4,N, , 
2,0,6,N, , 
3,1,0,H,1007825.031898,0
4,1,1,H,2014101.777844,1112.2831
5,1,2,H,3016049.28132,2827.2654
6,1,3,H,4026431.867,1720.4491
7,1,4,H,5035311.492,1336.3592
8,1,5,H,6044955.437,961.6395
9,1,6,H,7052749,940
10,2,1,He,3016029.32197,2572.68044
11,2,2,He,4002603.25413,7073.9156
12,2,3,He,5012057.224,5512.1325
13,2,4,He,6018885.889,4878.5199
14,2,5,He,7027990.652,4123.0578
15,2,6,He,8033934.388,3924.521
16,2,7,He,9043946.414,3349.038
17,2,8,He,10052815.306,2995.134
18,3,1,Li,4027185.561,1153.7603
19,3,2,Li,5012537.8,5266.1325
20,3,3,Li,6015122.88742,5332.3312
21,3,4,Li,7016003.43426,5606.4401
22,3,5,Li,8022486.244,5159.7124
23,3,6,Li,9026790.191,5037.7685
24,3,7,Li,10035483.453,4531.3512
25,3,8,Li,11043723.581,4155.3817
26,3,9,Li,12052613.942,3791.5999
27,4,2,Be,6019726.409,4487.2478
28,4,3,Be,7016928.714,5371.5487
29,4,4,Be,8005305.102,7062.4356
30,4,5,Be,9012183.062,6462.6693
31,4,6,Be,10013534.692,6497.6306
32,4,7,Be,11021661.08,5952.5402
33,4,8,Be,12026922.082,5720.7223
34,4,9,Be,13036134.506,5241.4359
35,4,10,Be,14042892.92,4993.8973
36,4,11,Be,15053490.215,4540.9708
37,4,12,Be,16061672.036,4285.2851
38,5,2,B,7029712,3558.7055
39,5,3,B,8024607.315,4717.1551
40,5,4,B,9013329.645,6257.0713
41,5,5,B,10012936.862,6475.0835
42,5,6,B,11009305.166,6927.7323
43,5,7,B,12014352.638,6631.2237
44,5,8,B,13017779.981,6496.4194
45,5,9,B,14025404.01,6101.6451
46,5,10,B,15031087.023,5880.0438
47,5,11,B,16039841.045,5507.3535
48,5,12,B,17046931.399,5269.6677
49,5,13,B,18055601.683,4976.6306
50,5,14,B,19064166,4719.6346
51,5,15,B,20074505.644,4405.6529
52,5,16,B,21084147.485,4152.5265
53,6,2,C,8037643.039,3101.5242
54,6,3,C,9031037.202,4337.4233
55,6,4,C,10016853.217,6032.0426
56,6,5,C,11011432.597,6676.4563
57,6,6,C,12000000,7680.1446
58,6,7,C,13003354.83534,7469.8495
59,6,8,C,14003241.98862,7520.3198
60,6,9,C,15010599.256,7100.1696
61,6,10,C,16014701.255,6922.0546
62,6,11,C,17022578.65,6558.0262
63,6,12,C,18026751.93,6426.1321
64,6,13,C,19034797.594,6118.274
65,6,14,C,20040261.732,5961.4356
66,6,16,C,22057553.99,5421.0778
67,7,3,N,10041653.54,3643.6724
68,7,4,N,11026157.593,5358.4023
69,7,5,N,12018613.18,6170.11
70,7,6,N,13005738.609,7238.8634
71,7,7,N,14003074.00425,7475.6148
72,7,8,N,15000108.89827,7699.4603
73,7,9,N,16006101.925,7373.7971
74,7,10,N,17008448.876,7286.2294
75,7,11,N,18014077.563,7038.5627
76,7,12,N,19017022.389,6948.5452
77,7,13,N,20023367.295,6709.1717
78,7,14,N,21027087.573,6609.0159
79,7,15,N,22034100.918,6378.5347
80,7,16,N,23039421,6236.6721
81,7,17,N,24050390,5887
82,8,3,O,11051249.828,3162.4372
83,8,4,O,12034367.726,4881.9755
84,8,5,O,13024815.435,5811.7636
85,8,6,O,14008596.706,7052.2783
86,8,7,O,15003065.636,7463.6915
87,8,8,O,15994914.61926,7976.2072
88,8,9,O,16999131.75595,7750.7291
89,8,10,O,17999159.61214,7767.0981
90,8,11,O,19003577.969,7566.4952
91,8,12,O,20004075.357,7568.5707
92,8,13,O,21008654.948,7389.3747
93,8,14,O,22009965.744,7364.8722
94,8,15,O,23015696.686,7163.4856
95,8,16,O,24019861,7039.6855
96,8,18,O,26037210.155,6497.479
97,9,4,F,13045121,4297
98,9,5,F,14034315.196,5285.2091
99,9,6,F,15017785.139,6497.4597
100,9,7,F,16011460.278,6964.049
101,9,8,F,17002095.237,7542.3284
102,9,9,F,18000937.324,7631.6383
103,9,10,F,18998403.16207,7779.0192
104,9,11,F,19999981.252,7720.1351
105,9,12,F,20999948.893,7738.2934
106,9,13,F,22002998.812,7624.2954
107,9,14,F,23003526.875,7622.3447
108,9,15,F,24008099.37,7463.5831
109,9,16,F,25012167.727,7336.3065
110,9,17,F,26020048.065,7082.2497
111,9,18,F,27026981.897,6879.6662
112,9,19,F,28035860.448,6626.8567
113,9,20,F,29043103,6444.0314
114,9,21,F,30052561,6205
115,9,22,F,31061023,6011
116,10,5,Ne,15043172.977,4868.7285
117,10,6,Ne,16025750.86,6083.1777
118,10,7,Ne,17017713.962,6640.4991
119,10,8,Ne,18005708.696,7341.2577
120,10,9,Ne,19001880.906,7567.3431
121,10,10,Ne,19992440.17525,8032.2412
122,10,11,Ne,20993846.685,7971.7136
123,10,12,Ne,21991385.113,8080.4656
124,10,13,Ne,22994466.905,7955.2561
125,10,14,Ne,23993610.649,7993.3252
126,10,15,Ne,24997814.797,7839.7994
127,10,16,Ne,26000516.496,7751.911
128,10,17,Ne,27007569.462,7520.4151
129,10,18,Ne,28012130.767,7388.3463
130,10,19,Ne,29019753,7167.0673
131,10,20,Ne,30024992.235,7034.5317
132,10,21,Ne,31033474.816,6813.0902
133,10,22,Ne,32039720,6671
134,10,23,Ne,33049523,6436
135,10,24,Ne,34056728,6287
136,11,6,Na,17037273,5522.7653
137,11,7,Na,18026879.388,6202.2176
138,11,8,Na,19013880.264,6937.8864
139,11,9,Na,20007354.301,7298.5028
140,11,10,Na,20997654.459,7765.5581
141,11,11,Na,21994437.547,7915.6624
142,11,12,Na,22989769.28195,8111.4936
143,11,13,Na,23990963.012,8063.4882
144,11,14,Na,24989953.974,8101.3979
145,11,15,Na,25992634.649,8004.2013
146,11,16,Na,26994076.408,7956.9467
147,11,17,Na,27998939,7799.2644
148,11,18,Na,29002877.091,7682.1522
149,11,19,Na,30009097.931,7501.9685
150,11,20,Na,31013146.654,7398.6778
151,11,21,Na,32020011.024,7219.8815
152,11,22,Na,33025529,7089.9262
153,11,23,Na,34034010,6886.4377
154,11,24,Na,35040614,6745
155,11,25,Na,36049279,6557
156,11,26,Na,37057042,6403
157,12,7,Mg,19034179.92,5901.4992
158,12,8,Mg,20018763.075,6728.0252
159,12,9,Mg,21011705.764,7105.0317
160,12,10,Mg,21999570.597,7662.7645
161,12,11,Mg,22994123.768,7901.1229
162,12,12,Mg,23985041.689,8260.7103
163,12,13,Mg,24985836.966,8223.5028
164,12,14,Mg,25982592.972,8333.8711
165,12,15,Mg,26984340.647,8263.8525
166,12,16,Mg,27983875.426,8272.4531
167,12,17,Mg,28988607.163,8113.5317
168,12,18,Mg,29990465.454,8054.425
169,12,19,Mg,30996648.232,7869.1886
170,12,20,Mg,31999110.138,7803.8411
171,12,21,Mg,33005327.862,7636.4382
172,12,22,Mg,34008935.455,7550.3919
173,12,23,Mg,35016790,7356.2338
174,12,24,Mg,36021879,7244.4202
175,12,25,Mg,37030286.265,7055.1115
176,12,26,Mg,38036580,6928
177,12,27,Mg,39045921,6734
178,12,28,Mg,40053194,6598
179,13,8,Al,21029082,6297
180,13,9,Al,22019540,6782
181,13,10,Al,23007244.351,7335.7275
182,13,11,Al,23999947.598,7649.5806
183,13,12,Al,24990428.308,8021.1366
184,13,13,Al,25986891.876,8149.7653
185,13,14,Al,26981538.408,8331.5533
186,13,15,Al,27981910.009,8309.8969
187,13,16,Al,28980453.164,8348.4647
188,13,17,Al,29982969.171,8261.1049
189,13,18,Al,30983949.754,8225.518
190,13,19,Al,31988084.338,8100.3449
191,13,20,Al,32990877.685,8020.6172
192,13,21,Al,33996781.924,7860.3506
193,13,22,Al,34999759.816,7787.1243
194,13,23,Al,36006388,7623.5154
195,13,24,Al,37010531,7531.316
196,13,25,Al,38017681,7370
197,13,26,Al,39023070,7260
198,13,27,Al,40030940,7097
199,13,28,Al,41037134,6980
200,13,29,Al,42045078,6829
201,13,30,Al,43051820,6712
202,14,8,Si,22036114,6044
203,14,9,Si,23025711,6554
204,14,10,Si,24011535.43,7167.2329
205,14,11,Si,25004108.798,7480.1109
206,14,12,Si,25992333.818,7924.7083
207,14,13,Si,26986704.687,8124.342
208,14,14,Si,27976926.53442,8447.7445
209,14,15,Si,28976494.66434,8448.6361
210,14,16,Si,29973770.137,8520.6549
211,14,17,Si,30975363.196,8458.2916
212,14,18,Si,31974151.538,8481.469
213,14,19,Si,32977976.964,8361.0596
214,14,20,Si,33978538.045,8337.1659
215,14,21,Si,34984550.111,8169.5644
216,14,22,Si,35986649.271,8112.5199
217,14,23,Si,36992945.191,7952.9033
218,14,24,Si,37995523,7892.8297
219,14,25,Si,39002491,7730.9793
220,14,26,Si,40006083.641,7655.8247
221,14,27,Si,41014171,7482
222,14,28,Si,42018078,7410
223,14,29,Si,43026119,7251
224,14,30,Si,44031466,7156
225,15,10,P,25021675,6794
226,15,11,P,26011780,7198
227,15,12,P,26999292.499,7661.0894
228,15,13,P,27992326.46,7907.4842
229,15,14,P,28981800.368,8251.2368
230,15,15,P,29978313.49,8353.5064
231,15,16,P,30973761.99768,8481.1677
232,15,17,P,31973907.643,8464.1203
233,15,18,P,32971725.692,8513.8073
234,15,19,P,33973645.886,8448.1856
235,15,20,P,34973314.045,8446.2496
236,15,21,P,35978259.61,8307.8692
237,15,22,P,36979606.942,8267.5561
238,15,23,P,37984303.105,8147.2749
239,15,24,P,38986285.865,8097.9701
240,15,25,P,39991262.221,7981.4177
241,15,26,P,40994654,7906.5513
242,15,27,P,42001172.14,7765.9122
243,15,28,P,43005411,7681
244,15,29,P,44011927,7552
245,15,30,P,45017134,7456
246,15,31,P,46024520,7320
247,16,10,S,26029716,6525
248,16,11,S,27018777,6960
249,16,12,S,28004372.762,7478.7911
250,16,13,S,28996678,7746.3826
251,16,14,S,29984906.77,8122.7081
252,16,15,S,30979557.002,8281.8013
253,16,16,S,31972071.17354,8493.1301
254,16,17,S,32971458.90862,8497.6304
255,16,18,S,33967867.011,8583.4986
256,16,19,S,34969032.321,8537.8511
257,16,20,S,35967080.692,8575.39
258,16,21,S,36971125.5,8459.9363
259,16,22,S,37971163.3,8448.7829
260,16,23,S,38975133.85,8344.2698
261,16,24,S,39975482.561,8329.3255
262,16,25,S,40979593.451,8229.6358
263,16,26,S,41981065.1,8193.2275
264,16,27,S,42986907.635,8063.8276
265,16,28,S,43990118.846,7996.0154
266,16,29,S,44996414,7867
267,16,30,S,46000687,7785
268,16,32,S,48013301,7552
269,17,12,Cl,29015053,7129
270,17,13,Cl,30005018.333,7472.1698
271,17,14,Cl,30992448.097,7869.2101
272,17,15,Cl,31985684.605,8072.4058
273,17,16,Cl,32977451.988,8304.7557
274,17,17,Cl,33973762.49,8398.9706
275,17,18,Cl,34968852.694,8520.279
276,17,19,Cl,35968306.822,8521.9322
277,17,20,Cl,36965902.573,8570.2816
278,17,21,Cl,37968010.408,8505.4817
279,17,22,Cl,38968008.151,8494.4032
280,17,23,Cl,39970415.466,8427.766
281,17,24,Cl,40970684.525,8412.9593
282,17,25,Cl,41973342,8345.8864
283,17,26,Cl,42974063.7,8323.8672
284,17,27,Cl,43978014.918,8234.4788
285,17,28,Cl,44980394.353,8181.5991
286,17,29,Cl,45985254.926,8080.7757
287,17,30,Cl,46989715,7992
288,17,31,Cl,47995405,7883
289,17,32,Cl,49000794,7785
290,17,33,Cl,50008266,7651
291,17,34,Cl,51015341,7530
292,17,35,Cl,52024004,7386
293,18,12,Ar,30023694,6866
294,18,13,Ar,31012158,7252
295,18,14,Ar,31997637.824,7700.0089
296,18,15,Ar,32989925.545,7928.9559
297,18,16,Ar,33980270.092,8197.6724
298,18,17,Ar,34975257.719,8327.4621
299,18,18,Ar,35967545.106,8519.9096
300,18,19,Ar,36966776.301,8527.1406
301,18,20,Ar,37962732.102,8614.2807
302,18,21,Ar,38964313.037,8562.5988
303,18,22,Ar,39962383.12204,8595.2594
304,18,23,Ar,40964500.57,8534.3733
305,18,24,Ar,41963045.737,8555.6141
306,18,25,Ar,42965636.056,8488.2382
307,18,26,Ar,43964923.814,8493.8411
308,18,27,Ar,44968039.731,8419.9526
309,18,28,Ar,45968039.244,8412.3835
310,18,29,Ar,46972767.112,8311.425
311,18,30,Ar,47976001,8243.6656
312,18,31,Ar,48981685,8132
313,18,32,Ar,49985797,8054
314,18,33,Ar,50993033,7922
315,18,34,Ar,51998519,7827
316,18,35,Ar,53007290,7677
317,19,14,K,33008095,7392
318,19,15,K,33998690,7670
319,19,16,K,34988005.406,7965.8409
320,19,17,K,35981301.887,8142.2233
321,19,18,K,36973375.89,8339.848
322,19,19,K,37969081.114,8438.0593
323,19,20,K,38963706.48482,8557.0258
324,19,21,K,39963998.165,8538.0907
325,19,22,K,40961825.25611,8576.0731
326,19,23,K,41962402.305,8551.2571
327,19,24,K,42960734.701,8576.2204
328,19,25,K,43961586.984,8546.7023
329,19,26,K,44960691.491,8554.6747
330,19,27,K,45961981.584,8518.0428
331,19,28,K,46961661.612,8514.8795
332,19,29,K,47965341.184,8434.2324
333,19,30,K,48968210.753,8372.2753
334,19,31,K,49972380.015,8288.5833
335,19,32,K,50975828.664,8221.335
336,19,33,K,51981602,8115.0303
337,19,34,K,52986800,8022.8488
338,19,35,K,53994471,7891
339,19,36,K,55000505,7792
340,19,37,K,56008567,7663
341,20,14,Ca,34015985,7173
342,20,15,Ca,35005572,7476
343,20,16,Ca,35993074.388,7815.8799
344,20,17,Ca,36985897.849,8003.4567
345,20,18,Ca,37976319.223,8240.0434
346,20,19,Ca,38970710.811,8369.6711
347,20,20,Ca,39962590.85,8551.3046
348,20,21,Ca,40962277.905,8546.7075
349,20,22,Ca,41958617.78,8616.5646
350,20,23,Ca,42958766.381,8600.6653
351,20,24,Ca,43955481.489,8658.1769
352,20,25,Ca,44956186.27,8630.5467
353,20,26,Ca,45953687.726,8668.9848
354,20,27,Ca,46954541.134,8639.3548
355,20,28,Ca,47952522.654,8666.6916
356,20,29,Ca,48955662.625,8594.85
357,20,30,Ca,49957499.215,8550.1639
358,20,31,Ca,50960995.663,8476.9135
359,20,32,Ca,51963213.646,8429.3821
360,20,33,Ca,52968451,8330.5778
361,20,34,Ca,53972989,8247.4967
362,20,35,Ca,54979978,8125.926
363,20,36,Ca,55985496,8033.1654
364,20,37,Ca,56992958,7912
365,20,38,Ca,57998357,7828
366,21,17,Sc,37995438,7751
367,21,18,Sc,38984784.953,8013.4575
368,21,19,Sc,39977967.275,8173.6697
369,21,20,Sc,40969251.163,8369.1979
370,21,21,Sc,41965516.686,8444.9303
371,21,22,Sc,42961150.425,8530.8265
372,21,23,Sc,43959402.818,8557.3805
373,21,24,Sc,44955907.051,8618.941
374,21,25,Sc,45955167.034,8622.0215
375,21,26,Sc,46952402.444,8665.0958
376,21,27,Sc,47952222.903,8656.2097
377,21,28,Sc,48950013.159,8686.2805
378,21,29,Sc,49952187.437,8633.4747
379,21,30,Sc,50953568.838,8597.2213
380,21,31,Sc,51956496.17,8534.6695
381,21,32,Sc,52958379.173,8492.8325
382,21,33,Sc,53963029.359,8404.8115
383,21,34,Sc,54966889.637,8333.3694
384,21,35,Sc,55972607.611,8233.5781
385,21,36,Sc,56977048,8158.1666
386,21,37,Sc,57983382,8054.9436
387,21,38,Sc,58988374,7976.4073
388,21,40,Sc,61000537,7794
389,22,16,Ti,38012206,7319
390,22,17,Ti,39002684,7566
391,22,18,Ti,39990345.146,7865.8632
392,22,19,Ti,40983148,8034.3889
393,22,20,Ti,41973049.369,8259.24
394,22,21,Ti,42968528.42,8352.8054
395,22,22,Ti,43959689.936,8533.5215
396,22,23,Ti,44958120.758,8555.7321
397,22,24,Ti,45952626.356,8656.4623
398,22,25,Ti,46951757.491,8661.2325
399,22,26,Ti,47947940.677,8723.0122
400,22,27,Ti,48947864.391,8711.1625
401,22,28,Ti,49944785.622,8755.7227
402,22,29,Ti,50946609.468,8708.9912
403,22,30,Ti,51946883.509,8691.8193
404,22,31,Ti,52949670.714,8631.1256
405,22,32,Ti,53950892,8599.6917
406,22,33,Ti,54955091,8518.9696
407,22,34,Ti,55957677.675,8467.9495
408,22,35,Ti,56963068.098,8372.9008
409,22,36,Ti,57966808.519,8307.629
410,22,37,Ti,58972217,8218
411,22,38,Ti,59976275,8152.7858
412,22,39,Ti,60982426,8058
413,22,40,Ti,61986903,7990
414,22,41,Ti,62993709,7891
415,22,42,Ti,63998411,7826
416,23,19,V,41991820,7824
417,23,20,V,42980766,8069.5129
418,23,21,V,43974440.977,8203.4567
419,23,22,V,44965768.498,8380.0394
420,23,23,V,45960197.389,8486.1423
421,23,24,V,46954903.558,8582.2348
422,23,25,V,47952250.9,8623.0686
423,23,26,V,48948510.509,8682.9135
424,23,27,V,49947156.681,8695.9032
425,23,28,V,50943957.664,8742.0852
426,23,29,V,51944773.636,8714.569
427,23,30,V,52944334.94,8710.1425
428,23,31,V,53946432.009,8662.1382
429,23,32,V,54947262,8637.3391
430,23,33,V,55950420.082,8574.7006
431,23,34,V,56952297,8535.1967
432,23,35,V,57956595.985,8458.156
433,23,36,V,58959623.343,8403.8034
434,23,37,V,59964479.215,8322.8751
435,23,38,V,60967603.529,8271.0417
436,23,39,V,61972932.556,8187.7565
437,23,40,V,62976661,8130.7809
438,23,41,V,63982480,8045
439,23,42,V,64986999,7981
440,23,43,V,65993237,7894
441,23,44,V,66998128,7829
442,24,18,Cr,42007579,7456
443,24,19,Cr,42997885,7680
444,24,20,Cr,43985591,7949.6265
445,24,21,Cr,44979050,8087.7286
446,24,22,Cr,45968360.969,8303.8233
447,24,23,Cr,46962894.995,8407.2067
448,24,24,Cr,47954029.431,8572.2553
449,24,25,Cr,48951333.72,8613.2777
450,24,26,Cr,49946042.209,8701.0188
451,24,27,Cr,50944765.388,8711.9923
452,24,28,Cr,51940504.714,8775.9946
453,24,29,Cr,52940646.304,8760.2103
454,24,30,Cr,53938877.359,8777.9672
455,24,31,Cr,54940836.637,8731.9362
456,24,32,Cr,55940648.977,8723.2609
457,24,33,Cr,56943612.112,8663.3998
458,24,34,Cr,57944184.501,8643.9987
459,24,35,Cr,58948345.426,8568.5995
460,24,36,Cr,59949641.656,8540.1876
461,24,37,Cr,60954378.13,8460.1734
462,24,38,Cr,61956142.92,8427.3871
463,24,39,Cr,62961161,8347.5398
464,24,40,Cr,63963886,8303.5626
465,24,41,Cr,64969608,8218
466,24,42,Cr,65973011,8168
467,24,44,Cr,67983156,8026
468,24,45,Cr,68989662,7939
469,24,46,Cr,69993945,7884
470,25,19,Mn,44008009,7457
471,25,20,Mn,44994654,7747
472,25,21,Mn,45986669,7916.0805
473,25,22,Mn,46975774,8135.3117
474,25,23,Mn,47968548.76,8274.1924
475,25,24,Mn,48959613.35,8439.915
476,25,25,Mn,49954238.157,8532.6823
477,25,26,Mn,50948208.77,8633.7602
478,25,27,Mn,51945559.09,8670.4087
479,25,28,Mn,52941287.497,8734.1798
480,25,29,Mn,53940355.772,8737.9768
481,25,30,Mn,54938043.04,8765.0247
482,25,31,Mn,55938902.816,8738.3358
483,25,32,Mn,56938285.944,8736.7146
484,25,33,Mn,57940066.643,8696.6438
485,25,34,Mn,58940391.111,8680.9224
486,25,35,Mn,59943136.574,8628.1392
487,25,36,Mn,60944452.541,8598.9157
488,25,37,Mn,61947907.384,8538.5002
489,25,38,Mn,62949664.672,8505.102
490,25,39,Mn,63953849.369,8437.4175
491,25,40,Mn,64956019.749,8400.6822
492,25,41,Mn,65960546.833,8331.7986
493,25,42,Mn,66963950,8281
494,25,43,Mn,67968953,8209
495,25,44,Mn,68972775,8155
496,25,45,Mn,69978046,8084
497,25,46,Mn,70982158,8030
498,25,47,Mn,71988009,7955
499,25,48,Mn,72992807,7895
500,26,19,Fe,45015467,7299
501,26,20,Fe,46001299,7603
502,26,21,Fe,46992346,7790
503,26,22,Fe,47980667,8022.7254
504,26,23,Fe,48973429,8161.3121
505,26,24,Fe,49962988,8354.0268
506,26,25,Fe,50956855.137,8460.4977
507,26,26,Fe,51948113.364,8609.6079
508,26,27,Fe,52945305.629,8648.7985
509,26,28,Fe,53939608.189,8736.3846
510,26,29,Fe,54938291.158,8746.5981
511,26,30,Fe,55934935.537,8790.3563
512,26,31,Fe,56935391.95,8770.2829
513,26,32,Fe,57933273.575,8792.2534
514,26,33,Fe,58934873.492,8754.7746
515,26,34,Fe,59934070.249,8755.8539
516,26,35,Fe,60936746.241,8703.7686
517,26,36,Fe,61936791.809,8692.8831
518,26,37,Fe,62940272.698,8631.5499
519,26,38,Fe,63940987.761,8612.3888
520,26,39,Fe,64945015.323,8546.347
521,26,40,Fe,65946249.958,8521.7245
522,26,41,Fe,66950930,8449.9359
523,26,42,Fe,67952875,8418
524,26,43,Fe,68957918,8345
525,26,44,Fe,69960397,8308
526,26,45,Fe,70965722,8235
527,26,46,Fe,71968599,8195
528,26,47,Fe,72974246,8121
529,26,48,Fe,73977821,8076
530,26,49,Fe,74984219,7996
531,27,21,Co,48001857,7595
532,27,23,Co,49981117,8000.6387
533,27,24,Co,50970647,8193.2549
534,27,25,Co,51963130.224,8325.5606
535,27,26,Co,52954203.278,8477.6578
536,27,27,Co,53948459.075,8569.2199
537,27,28,Co,54941996.416,8669.6204
538,27,29,Co,55939838.032,8694.8386
539,27,30,Co,56936289.819,8741.8845
540,27,31,Co,57935751.292,8738.9719
541,27,32,Co,58933193.524,8768.0379
542,27,33,Co,59933815.536,8746.7692
543,27,34,Co,60932476.031,8756.151
544,27,35,Co,61934058.198,8721.3347
545,27,36,Co,62933599.63,8717.7972
546,27,37,Co,63935810.176,8675.5223
547,27,38,Co,64936462.071,8656.8848
548,27,39,Co,65939442.943,8605.9419
549,27,40,Co,66940609.625,8581.7422
550,27,41,Co,67944559.401,8520.1301
551,27,42,Co,68945909,8495.4062
552,27,43,Co,69950053.4,8434.198
553,27,44,Co,70952366.923,8398.7344
554,27,45,Co,71956736,8338
555,27,46,Co,72959238,8302
556,27,47,Co,73963993,8239
557,27,48,Co,74967192,8197
558,27,49,Co,75972453,8131
559,27,50,Co,76976479,8082
560,28,20,Ni,48019515,7236
561,28,21,Ni,49009157,7450
562,28,22,Ni,49996286,7702
563,28,23,Ni,50987493,7870
564,28,24,Ni,51975781,8083.8977
565,28,25,Ni,52968190,8217.0749
566,28,26,Ni,53957833,8393.0328
567,28,27,Ni,54951329.846,8497.3225
568,28,28,Ni,55942127.761,8642.7811
569,28,29,Ni,56939791.394,8670.9364
570,28,30,Ni,57935341.65,8732.0621
571,28,31,Ni,58934345.442,8736.5912
572,28,32,Ni,59930785.129,8780.7769
573,28,33,Ni,60931054.819,8765.0281
574,28,34,Ni,61928344.753,8794.5555
575,28,35,Ni,62929669.021,8763.4955
576,28,36,Ni,63927966.228,8777.4637
577,28,37,Ni,64930084.585,8736.2424
578,28,38,Ni,65929139.333,8739.5086
579,28,39,Ni,66931569.413,8695.7505
580,28,40,Ni,67931868.787,8682.4667
581,28,41,Ni,68935610.267,8623.0998
582,28,42,Ni,69936431.3,8604.2917
583,28,43,Ni,70940518.962,8543.1564
584,28,44,Ni,71941785.924,8520.2118
585,28,45,Ni,72946206.681,8457.6529
586,28,46,Ni,73947718,8433
587,28,47,Ni,74952506,8369
588,28,48,Ni,75954707,8338
589,28,49,Ni,76959903,8272
590,28,50,Ni,77962555,8238
591,28,51,Ni,78969769,8150
592,28,52,Ni,79975051,8088
593,28,54,Ni,81988492,7935
594,29,24,Cu,52985894,7891
595,29,25,Cu,53977198,8045
596,29,26,Cu,54966038,8233.997
597,29,27,Cu,55958529.278,8355.9907
598,29,28,Cu,56949211.686,8503.2646
599,29,29,Cu,57944532.283,8570.9696
600,29,30,Cu,58939496.713,8642.0027
601,29,31,Cu,59937363.787,8665.6047
602,29,32,Cu,60933457.375,8715.5148
603,29,33,Cu,61932594.803,8718.0839
604,29,34,Cu,62929597.119,8752.1404
605,29,35,Cu,63929764.001,8739.0736
606,29,36,Cu,64927789.476,8757.0967
607,29,37,Cu,65928868.804,8731.473
608,29,38,Cu,66927729.49,8737.4597
609,29,39,Cu,67929610.887,8701.8913
610,29,40,Cu,68929429.267,8695.2044
611,29,41,Cu,69932392.078,8646.8655
612,29,42,Cu,70932676.831,8635.0233
613,29,43,Cu,71935820.306,8586.5256
614,29,44,Cu,72936674.376,8568.5699
615,29,45,Cu,73939874.86,8521.5633
616,29,46,Cu,74941523.817,8495.0801
617,29,47,Cu,75945268.974,8443.6018
618,29,48,Cu,76947543.599,8411.2501
619,29,49,Cu,77951916.524,8354.6695
620,29,50,Cu,78954473.1,8320.938
621,29,51,Cu,79960623,8246
622,29,52,Cu,80965743,8185
623,29,53,Cu,81972378,8108
624,30,24,Zn,53993879,7742
625,30,25,Zn,54984681,7904
626,30,26,Zn,55972743,8106
627,30,27,Zn,56965056,8231
628,30,28,Zn,57954590.296,8395.9467
629,30,29,Zn,58949311.886,8473.7802
630,30,30,Zn,59941841.317,8583.0524
631,30,31,Zn,60939506.964,8610.3098
632,30,32,Zn,61934333.359,8679.3451
633,30,33,Zn,62933211.14,8686.2866
634,30,34,Zn,63929141.776,8735.9057
635,30,35,Zn,64929240.534,8724.266
636,30,36,Zn,65926033.639,8759.6335
637,30,37,Zn,66927127.422,8734.1534
638,30,38,Zn,67924844.232,8755.682
639,30,39,Zn,68926550.36,8722.7311
640,30,40,Zn,69925319.175,8729.8086
641,30,41,Zn,70927719.578,8689.0417
642,30,42,Zn,71926842.806,8691.8053
643,30,43,Zn,72929582.58,8648.3455
644,30,44,Zn,73929407.26,8642.7547
645,30,45,Zn,74932840.244,8592.4981
646,30,46,Zn,75933114.956,8582.2735
647,30,47,Zn,76936887.197,8530.0037
648,30,48,Zn,77938289.204,8507.38
649,30,49,Zn,78942638.067,8450.5825
650,30,50,Zn,79944552.929,8423.5457
651,30,51,Zn,80950402.617,8351.9262
652,30,52,Zn,81954574.097,8301.1175
653,30,53,Zn,82961041,8226
654,30,54,Zn,83965829,8171
655,30,55,Zn,84973054,8090
656,31,28,Ga,58963757,8232
657,31,29,Ga,59957498,8327
658,31,30,Ga,60949398.861,8446.4313
659,31,31,Ga,61944189.639,8518.6449
660,31,32,Ga,62939294.194,8583.9267
661,31,33,Ga,63936840.366,8611.6317
662,31,34,Ga,64932734.424,8662.1601
663,31,35,Ga,65931589.766,8669.3631
664,31,36,Ga,66928202.276,8707.533
665,31,37,Ga,67927980.161,8701.2195
666,31,38,Ga,68925573.528,8724.5798
667,31,39,Ga,69926021.914,8709.2808
668,31,40,Ga,70924702.554,8717.605
669,31,41,Ga,71926367.452,8687.0893
670,31,42,Ga,72925174.68,8693.874
671,31,43,Ga,73926945.725,8663.1676
672,31,44,Ga,74926504.484,8660.7565
673,31,45,Ga,75928827.624,8624.5272
674,31,46,Ga,76929154.299,8613.3907
675,31,47,Ga,77931610.854,8577.1043
676,31,48,Ga,78932851.582,8556.0725
677,31,49,Ga,79936420.773,8508.4545
678,31,50,Ga,80938133.841,8483.3576
679,31,51,Ga,81943176.531,8421.0494
680,31,52,Ga,82947120.3,8372.5756
681,31,53,Ga,83952663,8307.525
682,31,54,Ga,84957333,8253.5687
683,31,55,Ga,85963757,8182
684,31,56,Ga,86969007,8124
685,32,27,Ge,58982426,7924
686,32,28,Ge,59970445,8113
687,32,29,Ge,60963725,8215
688,32,30,Ge,61954761,8347
689,32,31,Ge,62949628,8418.7167
690,32,32,Ge,63941689.912,8528.8243
691,32,33,Ge,64939368.136,8555.0584
692,32,34,Ge,65933862.124,8625.4383
693,32,35,Ge,66932716.999,8633.0884
694,32,36,Ge,67928095.305,8688.1371
695,32,37,Ge,68927964.467,8680.964
696,32,38,Ge,69924248.542,8721.7028
